1 600519 貴州茅台 584,597,433 609,701,279 1,194,298,712 
2 601318 中國平安 270,887,039 281,237,450 552,124,489 
3 600585 海螺水泥 259,633,276 259,588,897 519,222,173 
4 600276 恒瑞醫藥 304,798,809 196,883,090 501,681,899 
5 600030 中信證券 221,092,145 218,197,471 439,289,616 
6 600036 招商銀行 314,344,261 91,272,625 405,616,886 
7 600887 伊利股份 173,519,922 173,760,556 347,280,478 
8 600900 長江電力 79,483,996 203,783,228 283,267,224 
9 600009 上海機場 217,112,842 38,171,032 255,283,874 
10 601888 中國國旅 115,507,616 89,833,333 205,340,949 

1 2415 海康威視 449,064,523 342,833,216 791,897,739 
2 333 美的集團 323,406,997 409,418,572 732,825,569 
3 2 萬科Ａ 236,922,888 380,050,676 616,973,564 
4 858 五糧液 357,356,829 254,935,958 612,292,787 
5 651 格力電器 305,038,958 159,031,669 464,070,627 
6 2304 洋河股份 230,681,723 183,940,531 414,622,254 
7 2027 分眾傳媒 172,067,297 188,158,822 360,226,119 
8 1 平安銀行 165,759,736 138,859,471 304,619,207 
9 2475 立訊精密 55,397,144 157,732,264 213,129,408 
10 725 京東方Ａ 73,833,233 65,342,381 139,175,614 
