1	600519	貴州茅台　　　　	741,615,533	404,838,333	1,146,453,866
2	601318	中國平安　　　　	273,120,411	291,805,557	564,925,968
3	600036	招商銀行　　　　	167,827,445	113,298,265	281,125,710
4	600690	青島海爾　　　　	187,801,280	84,395,568	272,196,848
5	601006	大秦鐵路　　　　	157,938,161	38,538,706	196,476,867
6	600004	白雲機場　　　　	91,264,459	94,144,511	185,408,970
7	600887	伊利股份　　　　	113,090,332	71,366,478	184,456,810
8	600276	恒瑞醫藥　　　　	90,238,856	85,483,170	175,722,026
9	601668	中國建築　　　　	126,488,459	44,030,179	170,518,638
10	601398	工商銀行　　　　	78,254,352	88,388,092	166,642,444
1	333	美的集團　　　　	357,088,864	186,561,693	543,650,557
2	538	雲南白藥　　　　	81,248,046	300,441,743	381,689,789
3	725	京東方Ａ　　　　	136,944,714	209,889,780	346,834,494
4	651	格力電器　　　　	196,641,696	122,074,008	318,715,704
5	858	五糧液　　　　　	129,474,533	143,769,859	273,244,392
6	2415	海康威視　　　　	137,434,695	126,100,932	263,535,627
7	2304	洋河股份　　　　	89,997,495	162,327,653	252,325,148
8	2594	比亞迪　　　　　	44,588,401	104,863,626	149,452,027
9	2	萬科Ａ　　　　　	70,034,135	60,803,111	130,837,246
10	2583	海能達　　　　　	107,987,902	3,274,595	111,262,497
