1 600519 貴州茅台 516,146,699 867,435,493 1,383,582,192 
2 601318 中國平安 194,354,234 487,999,338 682,353,572 
3 600276 恒瑞醫藥 135,530,878 347,436,928 482,967,806 
4 600183 生益科技 184,258,276 276,494,825 460,753,101 
5 600887 伊利股份 91,463,379 364,217,013 455,680,392 
6 600036 招商銀行 180,881,763 253,889,752 434,771,515 
7 603986 兆易創新 109,489,101 216,127,976 325,617,077 
8 601012 隆基股份 107,031,451 177,709,877 284,741,328 
9 600030 中信證券 152,715,697 130,039,167 282,754,864 
10 600570 恒生電子 125,676,488 141,827,150 267,503,638 

1 858 五糧液 460,526,407 305,204,437 765,730,844 
2 1 平安銀行 572,406,569 130,161,077 702,567,646 
3 2475 立訊精密 247,190,014 191,355,677 438,545,691 
4 2241 歌爾股份 206,009,062 225,993,539 432,002,601 
5 977 浪潮信息 207,485,539 216,291,503 423,777,042 
6 651 格力電器 240,216,139 118,507,044 358,723,183 
7 2415 海康威視 209,517,809 147,139,928 356,657,737 
8 2008 大族激光 45,151,289 255,546,253 300,697,542 
9 333 美的集團 122,466,338 159,550,307 282,016,645 
10 2 萬科Ａ 107,503,669 165,598,598 273,102,267 
