1	600887	伊利股份　　　　	136,615,930	62,098,085	198,714,015
2	600585	海螺水泥　　　　	51,759,690	140,646,247	192,405,937
3	600309	萬華化學　　　　	44,432,080	127,196,706	171,628,786
4	600690	青島海爾　　　　	97,642,636	70,394,090	168,036,726
5	600519	貴州茅台　　　　	79,609,774	74,976,695	154,586,469
6	600276	恒瑞醫藥　　　　	67,234,931	72,490,121	139,725,052
7	601318	中國平安　　　　	69,528,852	56,596,769	126,125,621
8	600009	上海機場　　　　	57,379,898	64,345,945	121,725,843
9	600660	福耀玻璃　　　　	102,319,051	12,135,600	114,454,651
10	600699	均勝電子　　　　	2,401,781	101,575,041	103,976,822
1	333	美的集團　　　　	175,839,620	97,813,491	273,653,111
2	651	格力電器　　　　	129,829,295	101,775,403	231,604,698
3	2415	海康威視　　　　	59,020,128	83,898,331	142,918,459
4	858	五糧液　　　　　	59,823,508	68,184,126	128,007,634
5	2508	老闆電器　　　　	99,472,962	15,912,427	115,385,389
6	2	萬科Ａ　　　　　	76,026,208	31,579,455	107,605,663
7	2241	歌爾股份　　　　	63,343,681	33,957,119	97,300,800
8	2304	洋河股份　　　　	62,838,057	34,153,907	96,991,964
9	2268	衛士通　　　　　	73,904,414	679,137	74,583,551
10	300124	匯川技術　　　　	59,397,915	11,584,667	70,982,582
