1 600519 貴州茅台 500,178,560 1,120,761,177 1,620,939,737 
2 601318 中國平安 276,254,173 636,348,768 912,602,941 
3 600585 海螺水泥 249,598,171 85,419,318 335,017,489 
4 600036 招商銀行 122,814,674 205,240,456 328,055,130 
5 601888 中國國旅 184,147,065 115,530,624 299,677,689 
6 600276 恒瑞醫藥 193,482,943 63,874,521 257,357,464 
7 600887 伊利股份 72,762,982 184,209,054 256,972,036 
8 601601 中國太保 69,507,476 147,924,655 217,432,131 
9 600050 中國聯通 80,959,159 118,379,476 199,338,635 
10 601166 興業銀行 54,036,760 134,328,232 188,364,992 

1 333 美的集團 440,606,376 161,437,344 602,043,720 
2 725 京東方Ａ 182,425,555 259,431,159 441,856,714 
3 2415 海康威視 233,207,284 195,647,961 428,855,245 
4 858 五糧液 108,989,235 305,301,624 414,290,859 
5 1 平安銀行 181,060,391 221,667,051 402,727,442 
6 2008 大族激光 35,390,216 194,861,443 230,251,659 
7 651 格力電器 93,499,990 104,974,301 198,474,291 
8 2230 科大訊飛 42,577,144 116,744,004 159,321,148 
9 568 瀘州老窖 69,315,647 74,406,024 143,721,671 
10 300136 信維通信 111,452,585 22,843,414 134,295,999 
