1 600519 貴州茅台 865,294,409 623,949,251 1,489,243,660 
2 601318 中國平安 1,000,414,736 394,268,125 1,394,682,861 
3 600276 恒瑞醫藥 410,262,266 688,235,878 1,098,498,144 
4 600690 青島海爾 167,242,402 286,867,275 454,109,677 
5 600887 伊利股份 318,974,255 128,047,449 447,021,704 
6 600104 上汽集團 257,227,590 174,055,874 431,283,464 
7 601888 中國國旅 131,538,833 266,397,159 397,935,992 
8 600036 招商銀行 241,673,174 131,241,335 372,914,509 
9 600585 海螺水泥 176,850,398 148,246,453 325,096,851 
10 600030 中信證券 165,875,755 145,382,862 311,258,617 

1 333 美的集團 278,996,908 450,228,334 729,225,242 
2 651 格力電器 279,176,973 438,557,278 717,734,251 
3 2415 海康威視 253,055,684 411,434,341 664,490,025 
4 858 五糧液 358,760,578 291,742,602 650,503,180 
5 2008 大族激光 76,722,432 321,959,305 398,681,737 
6 2304 洋河股份 167,497,972 163,207,942 330,705,914 
7 2 萬科Ａ 205,499,093 66,077,247 271,576,340 
8 1 平安銀行 97,494,999 159,815,494 257,310,493 
9 725 京東方Ａ 172,289,337 50,253,492 222,542,829 
10 568 瀘州老窖 56,259,778 152,574,814 208,834,592 
