1 600519 貴州茅台 1,012,703,922 893,002,842 1,905,706,764 
2 601318 中國平安 590,907,384 549,848,864 1,140,756,248 
3 600887 伊利股份 94,650,499 640,314,715 734,965,214 
4 600036 招商銀行 367,572,912 134,219,831 501,792,743 
5 600276 恒瑞醫藥 197,514,317 303,638,907 501,153,224 
6 600048 保利地產 311,840,843 112,550,813 424,391,656 
7 600183 生益科技 241,758,026 181,799,055 423,557,081 
8 600030 中信證券 95,955,481 203,595,343 299,550,824 
9 600028 中國石化 145,116,335 144,562,642 289,678,977 
10 600837 海通證券 73,982,205 201,538,491 275,520,696 

1 858 五糧液 423,796,940 382,876,709 806,673,649 
2 333 美的集團 429,808,058 305,330,694 735,138,752 
3 651 格力電器 232,285,435 193,361,777 425,647,212 
4 2714 牧原股份 186,403,336 217,750,743 404,154,079 
5 2475 立訊精密 218,225,666 167,303,374 385,529,040 
6 300012 華測檢測 232,949,583 128,474,148 361,423,731 
7 2008 大族激光 190,470,248 127,718,263 318,188,511 
8 2415 海康威視 164,065,758 147,686,578 311,752,336 
9 2 萬科Ａ 52,606,512 235,850,300 288,456,812 
10 2241 歌爾股份 146,795,048 90,902,950 237,697,998 
