1	00005	匯豐控股　　　　	299,005,520	12,600,820	311,606,340
2	03988	中國銀行　　　　	46,462,830	209,831,640	256,294,470
3	01055	中國南方航空股份	55,257,660	186,480,740	241,738,400
4	02601	中國太保　　　　	99,937,550	100,896,520	200,834,070
5	02007	碧桂園　　　　　	144,763,140	42,670,460	187,433,600
6	02382	舜宇光學科技　　	109,122,300	61,455,900	170,578,200
7	01918	融創中國　　　　	90,897,700	75,164,400	166,062,100
8	00966	中國太平　　　　	156,582,220	7,989,770	164,571,990
9	03333	中國恒大　　　　	146,344,250	17,904,550	164,248,800
10	00700	騰訊控股　　　　	74,970,760	44,656,940	119,627,700
1	01918	融創中國　　　　	48,808,450	34,531,600	83,340,050
2	03883	中國奧園　　　　	63,228,860	9,849,220	73,078,080
3	01548	金斯瑞生物科技　	45,041,780	28,025,500	73,067,280
4	01030	新城發展控股　　	67,033,220	4,054,820	71,088,040
5	02007	碧桂園　　　　　	43,666,740	16,158,920	59,825,660
6	00656	復星國際　　　　	51,836,750	4,150,580	55,987,330
7	03333	中國恒大　　　　	35,788,050	17,390,550	53,178,600
8	02202	萬科企業　　　　	26,436,695	17,765,465	44,202,160
9	01980	天鴿互動　　　　	36,223,960	7,700,270	43,924,230
10	00763	中興通訊　　　　	29,410,190	13,748,820	43,159,010
