1	01918	融創中國　　　　	240,700,600	221,855,150	462,555,750
2	00700	騰訊控股　　　　	85,970,420	296,184,020	382,154,440
3	01999	敏華控股　　　　	221,257,540	103,354,672	324,612,212
4	02007	碧桂園　　　　　	111,897,960	82,113,700	194,011,660
5	02318	中國平安　　　　	147,149,125	44,844,650	191,993,775
6	00175	吉利汽車　　　　	67,476,150	117,789,700	185,265,850
7	03333	中國恒大　　　　	111,769,500	58,474,100	170,243,600
8	03323	中國建材　　　　	64,956,000	102,394,300	167,350,300
9	01398	工商銀行　　　　	89,760,110	65,657,610	155,417,720
10	00981	中芯國際　　　　	72,651,840	43,112,060	115,763,900
1	00763	中興通訊　　　　	151,827,980	119,179,410	271,007,390
2	02666	環球醫療　　　　	109,315,345	72,432,475	181,747,820
3	01918	融創中國　　　　	79,105,350	49,538,300	128,643,650
4	01478	丘鈦科技　　　　	63,272,480	40,566,300	103,838,780
5	02007	碧桂園　　　　　	39,617,880	47,284,520	86,902,400
6	00981	中芯國際　　　　	54,993,790	23,555,830	78,549,620
7	01211	比亞迪股份　　　	13,282,000	64,832,050	78,114,050
8	03333	中國恒大　　　　	34,050,700	29,892,650	63,943,350
9	02318	中國平安　　　　	47,407,575	13,319,500	60,727,075
10	00268	金蝶國際　　　　	41,892,700	17,639,760	59,532,460

