1	00005	匯豐控股　　　　	396,828,100	36,212,160	433,040,260
2	01398	工商銀行　　　　	416,785,590	14,037,590	430,823,180
3	00700	騰訊控股　　　　	99,008,500	177,807,260	276,815,760
4	01918	融創中國　　　　	144,076,550	132,720,850	276,797,400
5	03333	中國恒大　　　　	117,381,700	81,489,800	198,871,500
6	02601	中國太保　　　　	60,886,080	98,084,130	158,970,210
7	03323	中國建材　　　　	24,945,160	114,908,780	139,853,940
8	02007	碧桂園　　　　　	52,439,400	82,732,860	135,172,260
9	02382	舜宇光學科技　　	56,934,000	66,152,800	123,086,800
10	02333	長城汽車　　　　	82,188,675	27,316,825	109,505,500
1	00700	騰訊控股　　　　	285,529,560	35,856,980	321,386,540
2	01211	比亞迪股份　　　	125,810,275	19,769,725	145,580,000
3	01812	晨鳴紙業　　　　	76,087,110	58,730,490	134,817,600
4	01918	融創中國　　　　	37,290,850	60,746,050	98,036,900
5	02382	舜宇光學科技　　	61,580,900	21,076,600	82,657,500
6	03323	中國建材　　　　	64,873,400	15,585,420	80,458,820
7	02018	瑞聲科技　　　　	76,068,200	1,700,700	77,768,900
8	00607	豐盛控股　　　　	45,490,700	26,678,675	72,169,375
9	01548	金斯瑞生物科技　	45,437,360	20,949,700	66,387,060
10	01478	丘鈦科技　　　　	28,082,460	30,602,680	58,685,140
