1	01918	融創中國　　　　	140,293,800	186,210,900	326,504,700
2	00700	騰訊控股　　　　	202,210,520	69,286,200	271,496,720
3	00656	復星國際　　　　	74,601,720	106,423,660	181,025,380
4	01999	敏華控股　　　　	145,682,628	7,126,920	152,809,548
5	02318	中國平安　　　　	103,037,675	40,255,050	143,292,725
6	00966	中國太平　　　　	117,562,690	15,020,320	132,583,010
7	02007	碧桂園　　　　　	87,688,840	38,731,980	126,420,820
8	01398	工商銀行　　　　	78,410,330	44,953,850	123,364,180
9	03333	中國恒大　　　　	56,998,850	64,594,000	121,592,850
10	00175	吉利汽車　　　　	48,203,900	68,576,800	116,780,700
1	02666	環球醫療　　　　	122,432,805	117,329,905	239,762,710
2	01918	融創中國　　　　	68,858,200	70,022,200	138,880,400
3	00763	中興通訊　　　　	65,712,580	45,120,620	110,833,200
4	02202	萬科企業　　　　	58,808,900	40,451,450	99,260,350
5	00656	復星國際　　　　	39,464,690	51,298,220	90,762,910
6	00966	中國太平　　　　	42,165,670	3,300,550	45,466,220
7	00297	中化化肥　　　　	22,531,440	19,777,460	42,308,900
8	02007	碧桂園　　　　　	24,436,620	15,010,760	39,447,380
9	01250	北控清潔能源集團	24,301,920	14,879,800	39,181,720
10	02208	金風科技　　　　	23,100,308	15,625,012	38,725,320

