1	00700	騰訊控股　　　　	435,471,640	63,015,420	498,487,060
2	01398	工商銀行　　　　	202,753,470	241,782,410	444,535,880
3	00005	匯豐控股　　　　	304,337,960	97,434,880	401,772,840
4	02018	瑞聲科技　　　　	141,006,550	231,675,750	372,682,300
5	00966	中國太平　　　　	291,548,060	74,299,190	365,847,250
6	01918	融創中國　　　　	222,375,200	109,316,900	331,692,100
7	02318	中國平安　　　　	222,382,375	79,892,375	302,274,750
8	00175	吉利汽車　　　　	224,154,820	66,274,930	290,429,750
9	02313	申洲國際　　　　	260,652,600	21,019,800	281,672,400
10	03988	中國銀行　　　　	111,838,460	95,968,870	207,807,330
1	03883	中國奧園　　　　	121,455,590	41,433,030	162,888,620
2	02202	萬科企業　　　　	97,469,840	45,837,135	143,306,975
3	00700	騰訊控股　　　　	54,524,080	75,026,140	129,550,220
4	02007	碧桂園　　　　　	60,675,080	46,149,040	106,824,120
5	01980	天鴿互動　　　　	6,369,750	83,366,390	89,736,140
6	01966	中駿置業　　　　	5,230,290	83,051,600	88,281,890
7	01548	金斯瑞生物科技　	46,641,860	26,524,820	73,166,680
8	00175	吉利汽車　　　　	19,896,100	48,582,070	68,478,170
9	01918	融創中國　　　　	44,987,100	22,273,950	67,261,050
10	00581	中國東方集團　　	52,858,920	7,451,180	60,310,100
