1	01398	工商銀行　　　　	772,290,640	8,312,550	780,603,190
2	00941	中國移動　　　　	6,494,550	641,942,300	648,436,850
3	01988	民生銀行　　　　	423,242,700	33,671,110	456,913,810
4	01918	融創中國　　　　	212,517,600	207,961,450	420,479,050
5	03908	中金公司　　　　	146,194,344	261,949,800	408,144,144
6	00005	匯豐控股　　　　	369,651,080	16,282,375	385,933,455
7	01299	友邦保險　　　　	2,117,000	357,329,010	359,446,010
8	00285	比亞迪電子　　　	193,247,125	98,311,825	291,558,950
9	03333	中國恒大　　　　	147,020,450	130,335,050	277,355,500
10	02238	廣汽集團　　　　	92,454,920	165,690,740	258,145,660
1	01638	佳兆業集團　　　	97,821,930	71,174,130	168,996,060
2	00658	中國高速傳動　　	114,507,860	36,807,660	151,315,520
3	01988	民生銀行　　　　	140,892,695	4,033,220	144,925,915
4	01211	比亞迪股份　　　	51,804,875	61,499,300	113,304,175
5	00656	復星國際　　　　	98,026,770	14,451,780	112,478,550
6	03883	中國奧園　　　　	91,371,870	18,212,810	109,584,680
7	00700	騰訊控股　　　　	91,711,540	15,616,080	107,327,620
8	00799	　　　　　　　　	29,766,480	75,811,460	105,577,940
9	01030	新城發展控股　　	6,885,280	97,384,200	104,269,480
10	01918	融創中國　　　　	58,816,850	44,076,550	102,893,400
