1	01918	融創中國　　　　	674,379,050	464,222,000	1,138,601,050
2	00005	匯豐控股　　　　	489,417,880	74,464,600	563,882,480
3	02018	瑞聲科技　　　　	169,974,450	382,987,850	552,962,300
4	00941	中國移動　　　　	4,287,400	445,211,450	449,498,850
5	01398	工商銀行　　　　	369,089,380	77,230,140	446,319,520
6	00700	騰訊控股　　　　	94,095,100	314,965,820	409,060,920
7	03333	中國恒大　　　　	94,843,750	220,171,400	315,015,150
8	02333	長城汽車　　　　	164,719,115	145,116,630	309,835,745
9	02007	碧桂園　　　　　	95,968,920	186,957,840	282,926,760
10	02601	中國太保　　　　	180,730,370	88,308,400	269,038,770
1	01918	融創中國　　　　	225,847,100	212,404,450	438,251,550
2	01030	新城發展控股　　	73,664,120	126,644,560	200,308,680
3	01638	佳兆業集團　　　	86,921,010	106,290,000	193,211,010
4	00763	中興通訊　　　　	79,849,250	73,738,220	153,587,470
5	02007	碧桂園　　　　　	90,682,320	54,292,300	144,974,620
6	03883	中國奧園　　　　	95,307,590	48,642,160	143,949,750
7	01988	民生銀行　　　　	55,012,405	80,640,215	135,652,620
8	03333	中國恒大　　　　	47,858,300	78,751,200	126,609,500
9	00656	復星國際　　　　	93,109,790	19,195,720	112,305,510
10	00700	騰訊控股　　　　	41,386,100	59,942,920	101,329,020
