1	01398	工商銀行　　　　	664,267,260	16,157,160	680,424,420
2	00175	吉利汽車　　　　	14,108,450	398,121,050	412,229,500
3	01918	融創中國　　　　	174,427,850	163,749,600	338,177,450
4	02601	中國太保　　　　	173,868,930	141,748,200	315,617,130
5	01336	新華保險　　　　	199,262,865	68,486,350	267,749,215
6	00966	中國太平　　　　	132,196,890	83,252,910	215,449,800
7	00981	中芯國際　　　　	102,762,105	88,071,728	190,833,833
8	00700	騰訊控股　　　　	112,847,140	43,060,840	155,907,980
9	01988	民生銀行　　　　	110,258,855	42,732,435	152,991,290
10	00939	建設銀行　　　　	113,314,230	35,979,860	149,294,090
1	01918	融創中國　　　　	161,792,150	95,930,400	257,722,550
2	03800	保利協鑫能源　　	102,981,870	27,055,520	130,037,390
3	00763	中興通訊　　　　	61,640,200	53,159,770	114,799,970
4	01548	金斯瑞生物科技　	68,825,720	40,495,320	109,321,040
5	01211	比亞迪股份　　　	65,580,950	24,421,275	90,002,225
6	00981	中芯國際　　　　	69,909,845	13,727,400	83,637,245
7	02328	中國財險　　　　	76,900,840	1,160,200	78,061,040
8	03883	中國奧園　　　　	36,246,060	39,021,730	75,267,790
9	02601	中國太保　　　　	52,915,160	13,020,570	65,935,730
10	00732	信利國際　　　　	31,862,940	33,415,520	65,278,460
