1	00763	中興通訊　　　　	213,896,830	241,121,300	455,018,130
2	01918	融創中國　　　　	105,552,000	103,764,500	209,316,500
3	00700	騰訊控股　　　　	124,927,760	29,116,500	154,044,260
4	03333	中國恒大　　　　	60,009,450	52,001,500	112,010,950
5	02689	玖龍紙業　　　　	17,565,980	68,457,620	86,023,600
6	01548	金斯瑞生物科技　	62,531,060	22,174,080	84,705,140
7	00857	中國石油股份　　	1,339,840	74,741,360	76,081,200
8	01398	工商銀行　　　　	58,582,580	16,915,640	75,498,220
9	00656	復星國際　　　　	27,194,520	45,621,920	72,816,440
10	02318	中國平安　　　　	47,090,375	21,330,950	68,421,325
1	01918	融創中國　　　　	280,342,900	318,640,850	598,983,750
2	02318	中國平安　　　　	336,198,900	69,461,100	405,660,000
3	00175	吉利汽車　　　　	101,196,750	204,678,800	305,875,550
4	03323	中國建材　　　　	167,697,800	98,307,460	266,005,260
5	02601	中國太保　　　　	162,831,860	92,804,510	255,636,370
6	00998	中信銀行　　　　	161,218,240	75,858,380	237,076,620
7	00981	中芯國際　　　　	171,541,000	63,520,620	235,061,620
8	00700	騰訊控股　　　　	135,849,180	81,763,080	217,612,260
9	03988	中國銀行　　　　	193,961,520	18,468,890	212,430,410
10	03333	中國恒大　　　　	69,392,450	124,177,350	193,569,800

