1	01398	工商銀行　　　　	871,859,650	139,248,850	1,011,108,500
2	00700	騰訊控股　　　　	428,663,640	240,889,210	669,552,850
3	01918	融創中國　　　　	357,416,500	268,146,550	625,563,050
4	00981	中芯國際　　　　	316,725,530	272,046,213	588,771,743
5	00175	吉利汽車　　　　	105,934,200	444,586,200	550,520,400
6	03333	中國恒大　　　　	119,600,850	401,341,200	520,942,050
7	02601	中國太保　　　　	250,245,780	93,395,050	343,640,830
8	00939	建設銀行　　　　	200,762,140	97,632,310	298,394,450
9	00005	匯豐控股　　　　	226,703,080	48,100,300	274,803,380
10	02007	碧桂園　　　　　	69,324,620	177,949,280	247,273,900
1	00763	中興通訊　　　　	102,490,250	261,243,580	363,733,830
2	00981	中芯國際　　　　	323,040,950	33,931,260	356,972,210
3	01918	融創中國　　　　	151,608,700	156,303,050	307,911,750
4	03333	中國恒大　　　　	137,344,150	54,344,650	191,688,800
5	01211	比亞迪股份　　　	64,086,900	62,279,900	126,366,800
6	00136	恒騰網絡　　　　	81,544,320	35,947,080	117,491,400
7	00700	騰訊控股　　　　	55,207,980	37,051,480	92,259,460
8	03883	中國奧園　　　　	50,266,540	37,484,740	87,751,280
9	00855	中國水務　　　　	57,721,940	26,217,100	83,939,040
10	00732	信利國際　　　　	58,138,880	23,610,080	81,748,960
