1	00700	騰訊控股　　　　	179,502,920	74,404,780	253,907,700
2	00656	復星國際　　　　	80,929,340	17,416,100	98,345,440
3	01918	融創中國　　　　	55,613,500	38,092,400	93,705,900
4	03883	中國奧園　　　　	66,781,050	13,438,440	80,219,490
5	01569	民生教育　　　　	47,380,260	14,819,240	62,199,500
6	00607	豐盛控股　　　　	54,159,375	3,185,750	57,345,125
7	01966	中駿置業　　　　	1,952,570	51,823,310	53,775,880
8	02382	舜宇光學科技　　	25,141,400	27,350,500	52,491,900
9	01548	金斯瑞生物科技　	38,293,920	12,995,180	51,289,100
10	00285	比亞迪電子　　　	4,076,300	47,022,625	51,098,925
1	01398	工商銀行　　　　	328,984,200	182,010,100	510,994,300
2	00700	騰訊控股　　　　	258,009,780	105,835,960	363,845,740
3	01918	融創中國　　　　	154,497,550	124,489,500	278,987,050
4	02318	中國平安　　　　	62,966,700	162,087,450	225,054,150
5	02007	碧桂園　　　　　	60,196,780	139,184,160	199,380,940
6	03993	洛陽鉬業　　　　	59,604,120	123,320,310	182,924,430
7	01336	新華保險　　　　	127,368,440	36,046,550	163,414,990
8	02601	中國太保　　　　	48,442,150	96,326,400	144,768,550
9	00998	中信銀行　　　　	108,842,400	4,539,540	113,381,940
10	03333	中國恒大　　　　	85,423,800	25,040,750	110,464,550
